-36.84	3.47321E17	1.70587E16
-36.78	3.45211E17	1.49719E16
-36.72	3.4508E17	1.50049E16
-36.66	3.45142E17	1.34474E16
-36.6	3.44476E17	1.49009E16
-36.54	3.43755E17	1.58738E16
-36.48	3.44528E17	1.35929E16
-36.42	3.44825E17	1.33665E16
-36.36	3.45066E17	1.51773E16
-36.3	3.45565E17	1.52159E16
-36.24	3.45461E17	1.71289E16
-36.18	3.45505E17	1.77408E16
-36.12	3.46173E17	1.84601E16
-36.06	3.47394E17	1.8596E16
-36	3.4654E17	1.76205E16
-35.94	3.48165E17	1.61529E16
-35.88	3.48392E17	1.41191E16
-35.82	3.47385E17	1.57739E16
-35.76	3.47389E17	1.4478E16
-35.7	3.48017E17	1.32941E16
-35.64	3.47442E17	1.30995E16
-35.58	3.48688E17	1.27546E16
-35.52	3.50754E17	1.44068E16
-35.46	3.52041E17	1.29018E16
-35.4	3.49552E17	1.33519E16
-35.34	3.50186E17	1.36209E16
-35.28	3.50774E17	1.51487E16
-35.22	3.49207E17	1.31223E16
-35.16	3.49321E17	1.4566E16
-35.1	3.50548E17	1.57522E16
-35.04	3.50506E17	1.58277E16
-34.98	3.50739E17	1.47007E16
-34.92	3.51434E17	1.39026E16
-34.86	3.52547E17	1.53941E16
-34.8	3.51139E17	1.65224E16
-34.74	3.52199E17	1.46751E16
-34.68	3.52178E17	1.63199E16
-34.62	3.52503E17	1.49623E16
-34.56	3.52967E17	1.55001E16
-34.5	3.52785E17	1.46936E16
-34.44	3.52078E17	1.33807E16
-34.38	3.52976E17	1.5167E16
-34.32	3.54047E17	1.36206E16
-34.26	3.51434E17	1.41304E16
-34.2	3.51673E17	1.41891E16
-34.14	3.52792E17	1.66435E16
-34.08	3.54156E17	1.66674E16
-34.02	3.5393E17	1.61619E16
-33.96	3.55457E17	1.53819E16
-33.9	3.54663E17	1.65272E16
-33.84	3.56313E17	1.71385E16
-33.78	3.55639E17	1.73937E16
-33.72	3.55325E17	1.84703E16
-33.66	3.54497E17	1.74499E16
-33.6	3.5671E17	2.0214E16
-33.54	3.57892E17	1.91119E16
-33.48	3.56679E17	1.84436E16
-33.42	3.55545E17	1.73337E16
-33.36	3.55161E17	1.66731E16
-33.3	3.55899E17	1.45793E16
-33.24	3.5631E17	1.56137E16
-33.18	3.56024E17	1.55731E16
-33.12	3.56446E17	1.67778E16
-33.06	3.57122E17	1.75948E16
-33	3.5593E17	1.74868E16
-32.94	3.56363E17	1.77985E16
-32.88	3.5672E17	1.6337E16
-32.82	3.55282E17	1.7716E16
-32.76	3.56472E17	1.72096E16
-32.7	3.56254E17	1.77888E16
-32.64	3.55531E17	1.71689E16
-32.58	3.56231E17	1.88618E16
-32.52	3.57614E17	1.65961E16
-32.46	3.59682E17	1.66601E16
-32.4	3.5759E17	1.52022E16
-32.34	3.5738E17	1.71562E16
-32.28	3.58627E17	1.72378E16
-32.22	3.58905E17	1.87472E16
-32.16	3.5857E17	1.79486E16
-32.1	3.58036E17	1.57925E16
-32.04	3.54023E17	1.7472E16
-31.98	3.5509E17	1.84555E16
-31.92	3.55765E17	1.85089E16
-31.86	3.53205E17	1.98284E16
-31.8	3.52106E17	1.4692E16
-31.74	3.53232E17	1.80047E16
-31.68	3.5528E17	1.55457E16
-31.62	3.54709E17	1.56537E16
-31.56	3.54431E17	1.85816E16
-31.5	3.54659E17	1.81846E16
-31.44	3.56072E17	1.79941E16
-31.38	3.57228E17	2.17331E16
-31.32	3.5644E17	2.14368E16
-31.26	3.55931E17	2.17308E16
-31.2	3.58258E17	1.98172E16
-31.14	3.58982E17	1.78659E16
-31.08	3.59697E17	2.13477E16
