25.27990,4.95468
61.93024,4.96000
86.11834,4.84116
115.19749,4.57154
135.84095,4.84116
189.03556,6.69477
196.84453,7.06195
222.87580,8.29119
233.29860,8.82332
241.10216,9.16921
273.31304,9.41552
287.32252,8.88186
296.19498,8.37455
303.78783,7.89208
312.66751,7.41316
324.11905,6.93423
338.14064,6.44821
356.01416,5.93914
379.03338,5.43786
405.95781,5.12303
430.49180,5.52141
449.89880,5.98551
470.59046,6.44467
495.13412,6.88102
537.75166,7.59602
563.49562,7.69578
581.36881,7.18540
596.65872,6.63016
619.73513,6.35372
647.98768,6.20472
676.24121,6.05959
704.48095,5.86028
732.71578,5.64162
760.97767,5.52939
789.30700,5.68226
817.59499,5.67258
845.90069,5.73257
869.09010,5.90037
891.06120,6.33398
918.21742,6.93036
941.38370,7.00721
963.28279,7.15773
986.27385,6.54577
1004.18436,6.18215
1018.21011,5.71245
1030.94703,5.23139
1043.69154,4.78014
1057.71602,4.30547
1074.30896,3.81743
1096.05621,3.37104
1122.94230,2.90547
1149.90443,2.73886
1166.61123,2.69842
