18.28064,4.98925
30.34757,4.99372
42.80948,4.98312
55.27415,4.95263
67.73089,4.97914
80.19566,4.94799
89.28338,4.76413
98.37030,4.58610
110.82584,4.62123
122.13196,4.77596
131.73710,4.94385
140.21106,5.10034
148.11766,5.26386
155.45642,5.43780
162.23069,5.59819
169.00513,5.75738
175.78092,5.90684
183.12060,6.07418
191.02676,6.24082
199.49982,6.40382
208.53759,6.57880
218.14349,6.74122
228.31459,6.91215
239.05539,7.05926
250.93046,7.19554
263.37742,7.29230
275.83065,7.34400
288.29431,7.32080
300.76775,7.22735
312.67972,7.09863
323.46369,6.93565
332.54788,6.77722
340.49986,6.61474
349.01926,6.44483
358.10271,6.29173
367.18691,6.13315
376.83791,5.97164
386.49076,5.79687
397.26964,5.67044
409.18014,5.55226
421.09501,5.40267
433.57270,5.27873
446.05241,5.14020
458.52511,5.05205
470.99781,4.96390
483.47190,4.86580
495.94423,4.78030
508.41288,4.72131
520.87709,4.69414
533.33881,4.68486
545.79499,4.71535
558.25072,4.74915
570.70256,4.81079
583.15247,4.88635
595.60377,4.95197
608.05396,5.02554
620.50331,5.10507
632.95682,5.15478
645.41328,5.18328
657.86716,5.23034
670.32058,5.28071
682.77805,5.30192
695.23202,5.34832
707.68350,5.41261
720.13415,5.48287
732.59587,5.47359
745.06165,5.43515
757.52494,5.41460
769.99331,5.35760
782.46352,5.28734
794.92921,5.24956
807.38733,5.26613
819.84361,5.29596
832.30090,5.31849
844.75570,5.35892
857.20995,5.40333
869.66991,5.40665
880.43345,5.39041
